neuron_id,subject_id,session_id,area,spike_count
1102,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,27855
1103,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,1081
1104,p16WV,p16WV_CelebA_S4_NavObj_S2,LPH,3815
1105,p16WV,p16WV_CelebA_S4_NavObj_S2,LPH,12326
1106,p16WV,p16WV_CelebA_S4_NavObj_S2,LPH,320
1107,p16WV,p16WV_CelebA_S4_NavObj_S2,LPH,1421
1108,p16WV,p16WV_CelebA_S4_NavObj_S2,LPH,740
1109,p16WV,p16WV_CelebA_S4_NavObj_S2,LPH,5392
1110,p16WV,p16WV_CelebA_S4_NavObj_S2,LPH,1114
1111,p16WV,p16WV_CelebA_S4_NavObj_S2,LPH,1274
1112,p16WV,p16WV_CelebA_S4_NavObj_S2,LPH,605
1113,p16WV,p16WV_CelebA_S4_NavObj_S2,LPH,38822
1114,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,185
1115,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,627
1116,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,2222
1117,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,463
1118,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,161
1119,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,373
1120,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,771
1121,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,1376
1122,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,3929
1123,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,9915
1124,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,489
1125,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,290
1126,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,76
1127,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,226
1128,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,2278
1129,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,227
1130,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,95
1131,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,2259
1132,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,275
1133,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,16617
1134,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,400
1135,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,2463
1136,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,1076
1137,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,155
1138,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,5403
1139,p16WV,p16WV_CelebA_S4_NavObj_S2,RA,917
1140,p16WV,p16WV_CelebA_S4_NavObj_S2,RAH,21938
1141,p16WV,p16WV_CelebA_S4_NavObj_S2,RAH,54240
1142,p16WV,p16WV_CelebA_S4_NavObj_S2,RAH,57706
1143,p16WV,p16WV_CelebA_S4_NavObj_S2,RAH,361
1144,p16WV,p16WV_CelebA_S4_NavObj_S2,RAH,523
1145,p16WV,p16WV_CelebA_S4_NavObj_S2,RAH,5033
1146,p16WV,p16WV_CelebA_S4_NavObj_S2,RAH,3266
1147,p16WV,p16WV_CelebA_S4_NavObj_S2,RAH,3665
1148,p16WV,p16WV_CelebA_S4_NavObj_S2,RAH,53
1149,p16WV,p16WV_CelebA_S4_NavObj_S2,RAH,220
1150,p16WV,p16WV_CelebA_S4_NavObj_S2,RAH,173
1151,p16WV,p16WV_CelebA_S4_NavObj_S2,RAH,4644
1152,p16WV,p16WV_CelebA_S4_NavObj_S2,RAH,2006
1153,p16WV,p16WV_CelebA_S4_NavObj_S2,RAH,13008
1154,p16WV,p16WV_CelebA_S4_NavObj_S2,RAH,2136
1155,p16WV,p16WV_CelebA_S4_NavObj_S2,RAH,439
1156,p16WV,p16WV_CelebA_S4_NavObj_S2,RAH,5241
1157,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,3482
1158,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,5787
1159,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,3978
1160,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,77
1161,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,2089
1162,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,1468
1163,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,823
1164,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,6885
1165,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,482
1166,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,7309
1167,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,1180
1168,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,336
1169,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,657
1170,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,576
1171,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,4317
1172,p16WV,p16WV_CelebA_S4_NavObj_S2,LA,903
1173,p16WV,p16WV_CelebA_S4_NavObj_S2,LAH,161
1174,p16WV,p16WV_CelebA_S4_NavObj_S2,LAH,4507
1175,p16WV,p16WV_CelebA_S4_NavObj_S2,LAH,5380
1176,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LAH,156
1177,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LAH,114
1178,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LAH,170
1179,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LAH,51
1180,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LAH,1300
1181,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LAH,1028
1182,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LAH,400
1183,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LAH,749
1184,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LAH,3535
1185,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LAH,493
1186,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LAH,8661
1187,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LAH,1855
1188,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LAH,278
1189,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LAH,765
1190,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LAH,1842
1191,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LAH,11631
1192,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,67
1193,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,171
1194,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,199
1195,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,156
1196,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,809
1197,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,204
1198,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,910
1199,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,272
1200,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,1331
1201,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,664
1202,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,653
1203,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,1240
1204,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,2890
1205,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,3417
1206,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,2960
1207,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,1677
1208,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,683
1209,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,3153
1210,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,4449
1211,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,7385
1212,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,1890
1213,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,4034
1214,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,1153
1215,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,16813
1216,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,751
1217,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,44747
1218,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,142
1219,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,475
1220,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,177
1221,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,579
1222,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,1493
1223,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,3325
1224,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,5278
1225,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LPH,531
1226,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RA,96
1227,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RA,645
1228,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RA,1685
1229,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RA,111
1230,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RA,233
1231,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RA,1362
1232,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RA,181
1233,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RA,795
1234,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RA,1378
1235,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RA,15881
1236,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RA,994
1237,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RA,653
1238,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RA,197
1239,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RA,151
1240,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RA,584
1241,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RA,221
1242,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,113
1243,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,849
1244,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,3769
1245,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,6978
1246,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,1489
1247,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,16248
1248,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RA,835
1249,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RA,89
1250,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RA,1909
1251,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RA,3797
1252,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RA,1844
1253,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RAH,2408
1254,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RAH,5780
1255,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RAH,17344
1256,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RAH,12207
1257,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RAH,160
1258,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RAH,1873
1259,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RAH,336
1260,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RAH,2542
1261,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RAH,299
1262,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RAH,2790
1263,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RAH,1053
1264,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RAH,1199
1265,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RAH,4846
1266,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RAH,879
1267,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RAH,1969
1268,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RAH,11434
1269,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RAH,2901
1270,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RAH,3921
1271,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RAH,172
1272,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,RAH,968
1273,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,860
1274,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,9314
1275,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,8490
1276,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,1068
1277,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,695
1278,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,169
1279,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,6829
1280,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,7420
1281,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,261
1282,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,1694
1283,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,7577
1284,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,1481
1285,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,110
1286,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,947
1287,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,5552
1288,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,1200
1289,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,2176
1290,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,696
1291,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,715
1292,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,7298
1293,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,925
1294,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LA,1706
1295,p16WV,p16WV_CelebA_S5_FBI_S1_NavFace_S4,LAH,181
1296,p16WV,p16WV_CelebA_S6_NavFace_S5,LAH,172
1297,p16WV,p16WV_CelebA_S6_NavFace_S5,LAH,210
1298,p16WV,p16WV_CelebA_S6_NavFace_S5,LAH,2359
1299,p16WV,p16WV_CelebA_S6_NavFace_S5,LAH,2942
1300,p16WV,p16WV_CelebA_S6_NavFace_S5,LAH,779
1301,p16WV,p16WV_CelebA_S6_NavFace_S5,LAH,205
1302,p16WV,p16WV_CelebA_S6_NavFace_S5,LAH,1556
1303,p16WV,p16WV_CelebA_S6_NavFace_S5,LAH,6981
1304,p16WV,p16WV_CelebA_S6_NavFace_S5,LAH,362
1305,p16WV,p16WV_CelebA_S6_NavFace_S5,LAH,6512
1306,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,158
1307,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,1115
1308,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,681
1309,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,269
1310,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,712
1311,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,721
1312,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,750
1313,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,3078
1314,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,1108
1315,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,2929
1316,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,1261
1317,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,7773
1318,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,129
1319,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,3238
1320,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,708
1321,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,2349
1322,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,621
1323,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,3007
1324,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,13401
1325,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,57
1326,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,976
1327,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,1181
1328,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,36490
1329,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,86
1330,p16WV,p16WV_CelebA_S6_NavFace_S5,LPH,852
1331,p16WV,p16WV_CelebA_S6_NavFace_S5,RA,591
1332,p16WV,p16WV_CelebA_S6_NavFace_S5,RA,333
1333,p16WV,p16WV_CelebA_S6_NavFace_S5,RA,30853
1334,p16WV,p16WV_CelebA_S6_NavFace_S5,RA,421
1335,p16WV,p16WV_CelebA_S6_NavFace_S5,RA,76
1336,p16WV,p16WV_CelebA_S6_NavFace_S5,RA,81
1337,p16WV,p16WV_CelebA_S6_NavFace_S5,RA,312
1338,p16WV,p16WV_CelebA_S6_NavFace_S5,RA,111
1339,p16WV,p16WV_CelebA_S6_NavFace_S5,RA,377
1340,p16WV,p16WV_CelebA_S6_NavFace_S5,RA,142
1341,p16WV,p16WV_CelebA_S6_NavFace_S5,RA,1341
1342,p16WV,p16WV_CelebA_S6_NavFace_S5,RA,1332
1343,p16WV,p16WV_CelebA_S6_NavFace_S5,RA,199
1344,p16WV,p16WV_CelebA_S6_NavFace_S5,RA,5058
1345,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,583
1346,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,168
1347,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,3570
1348,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,5053
1349,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,8802
1350,p16WV,p16WV_CelebA_S6_NavFace_S5,RA,330
1351,p16WV,p16WV_CelebA_S6_NavFace_S5,RA,513
1352,p16WV,p16WV_CelebA_S6_NavFace_S5,RA,490
1353,p16WV,p16WV_CelebA_S6_NavFace_S5,RA,896
1354,p16WV,p16WV_CelebA_S6_NavFace_S5,RA,160
1355,p16WV,p16WV_CelebA_S6_NavFace_S5,RA,218
1356,p16WV,p16WV_CelebA_S6_NavFace_S5,RAH,512
1357,p16WV,p16WV_CelebA_S6_NavFace_S5,RAH,749
1358,p16WV,p16WV_CelebA_S6_NavFace_S5,RAH,12149
1359,p16WV,p16WV_CelebA_S6_NavFace_S5,RAH,452
1360,p16WV,p16WV_CelebA_S6_NavFace_S5,RAH,131
1361,p16WV,p16WV_CelebA_S6_NavFace_S5,RAH,1770
1362,p16WV,p16WV_CelebA_S6_NavFace_S5,RAH,210
1363,p16WV,p16WV_CelebA_S6_NavFace_S5,RAH,241
1364,p16WV,p16WV_CelebA_S6_NavFace_S5,RAH,1217
1365,p16WV,p16WV_CelebA_S6_NavFace_S5,RAH,6244
1366,p16WV,p16WV_CelebA_S6_NavFace_S5,RAH,6456
1367,p16WV,p16WV_CelebA_S6_NavFace_S5,RAH,10717
1368,p16WV,p16WV_CelebA_S6_NavFace_S5,RAH,15996
1369,p16WV,p16WV_CelebA_S6_NavFace_S5,RAH,193
1370,p16WV,p16WV_CelebA_S6_NavFace_S5,RAH,272
1371,p16WV,p16WV_CelebA_S6_NavFace_S5,RAH,202
1372,p16WV,p16WV_CelebA_S6_NavFace_S5,RAH,3556
1373,p16WV,p16WV_CelebA_S6_NavFace_S5,RAH,15678
1374,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,95
1375,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,2958
1376,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,1802
1377,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,6529
1378,p16WV,p16WV_CelebA_S6_NavFace_S5,RAH,26119
1379,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,455
1380,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,1784
1381,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,2770
1382,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,16108
1383,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,24755
1384,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,148
1385,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,82
1386,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,18298
1387,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,691
1388,p16WV,p16WV_CelebA_S6_NavFace_S5,LA,1447
1389,p18WV,p18WV_CelebA_S1_FBI_S1,LAH,5462
1390,p18WV,p18WV_CelebA_S1_FBI_S1,LAH,435
1391,p18WV,p18WV_CelebA_S1_FBI_S1,LAH,1970
1392,p18WV,p18WV_CelebA_S1_FBI_S1,LAH,1059
1393,p18WV,p18WV_CelebA_S1_FBI_S1,LAH,1930
1394,p18WV,p18WV_CelebA_S1_FBI_S1,LAH,1641
1395,p18WV,p18WV_CelebA_S1_FBI_S1,LAH,230
1396,p18WV,p18WV_CelebA_S1_FBI_S1,LAH,1858
1397,p18WV,p18WV_CelebA_S1_FBI_S1,LAH,887
1398,p18WV,p18WV_CelebA_S1_FBI_S1,LAH,29113
1399,p18WV,p18WV_CelebA_S1_FBI_S1,LAH,9662
1400,p18WV,p18WV_CelebA_S1_FBI_S1,LAH,3887
1401,p18WV,p18WV_CelebA_S1_FBI_S1,LAH,2889
1402,p18WV,p18WV_CelebA_S1_FBI_S1,LAH,1302
1403,p18WV,p18WV_CelebA_S1_FBI_S1,LAH,897
1404,p18WV,p18WV_CelebA_S1_FBI_S1,LAH,126
1405,p18WV,p18WV_CelebA_S1_FBI_S1,LAH,535
1406,p18WV,p18WV_CelebA_S1_FBI_S1,LAH,1168
1407,p18WV,p18WV_CelebA_S1_FBI_S1,LAH,8829
1408,p18WV,p18WV_CelebA_S1_FBI_S1,LAH,3213
